NREGION;CODIGO;NNROVIV;NHOGAR;PONDERA;C1_P01;C1_P02;C1_P03;C1_P04;C1_P05;C1_P06;C1_P07;C1_P08;C1_P09;C1_P10;C1_P11;C1_P12;C1_P13;DefMaterial_Paredes;DefMaterial_Pisos;DefGas;CantPob_0_17;CantPob_5_17;Act_5_17;ClimaEduHogar;Hog_AUH;Hog_AyudasProgSoc
43;47261;1;1;923;1;1;1;3;3;1;2;2;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47262;1;1;706;1;1;1;1;1;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47264;1;1;1511;1;1;1;3;3;2;2;3;1;2;2;1;1;0;0;1;3;2;0;1;1;2
43;47265;1;1;587;2;1;1;2;2;1;1;1;1;1;1;1;5;0;0;0;0;0; ; ; ; 
43;47266;1;1;864;1;1;1;4;4;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
43;47267;1;1;865;1;1;1;3;3;1;1;1;1;1;1;1;2;0;0;0;0;0; ; ; ; 
43;47268;1;1;657;2;1;1;3;3;1;1;1;1;1;1;1;5;0;0;0;2;2;0;3;2;2
43;47269;1;1;721;1;1;1;3;3;1;1;2;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47270;1;1;721;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47271;1;1;518;1;1;1;2;2;1;1;4;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47272;1;1;507;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
43;47273;1;1;1212;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47274;1;1;1481;2;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47275;1;1;1212;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47276;1;1;1181;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47277;1;1;1767;2;2;2;3;3;1;1;1;1;1;1;1;1;1;0;0;1;0; ;3;2;2
43;47278;1;1;1878;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47279;1;1;2798;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;3;1;0;2;1;2
43;47280;1;1;522;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47281;1;1;658;1;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;1;0; ;3;2;2
43;47283;1;1;705;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;1;2;2
43;47284;1;1;544;2;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47286;1;1;161;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;2;1;0;1;2;2
43;47288;1;1;116;1;1;1;2;2;1;1;3;1;1;1;1;3;0;0;1;0;0; ; ; ; 
43;47293;1;1;3824;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;2;2;0;1;2;2
43;47294;1;1;91;1;1;1;3;3;1;1;3;1;1;1;2;5;0;0;1;0;0; ; ; ; 
43;47296;1;1;117;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47297;1;1;1386;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;3;3;1;2;2;2
43;47299;1;7;86;2;1;1;1;1;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47300;1;1;77;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
43;47302;1;1;489;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;2;2;0;3;2;2
43;47303;1;1;529;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47304;1;1;529;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47306;1;1;1973;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;2;1;0;1;1;2
43;47308;1;1;1588;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47309;1;1;1098;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47310;1;1;490;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47311;1;1;566;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;1;1;0;2;2;2
43;47312;1;1;518;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;1;1;0;3;1;2
43;47313;1;1;218;1;1;1;2;2;1;2;3;1;1;3;1;3;0;0;1;1;0; ;2;2;2
43;47314;1;1;2907;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47315;1;1;517;1;1;1;3;3;1;1;4;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47316;1;1;281;1;1;1;3;3;1;2;3;1;1;3;1;1;0;0;1;2;2;0;2;2;2
43;47317;1;1;728;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;2;1;0;3;2;2
43;47318;1;1;2916;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47319;1;1;515;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;1;1;0;2;2;2
43;47320;1;1;2889;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47321;1;1;183;1;1;1;3;3;1;2;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47323;1;1;315;1;1;1;3;3;1;1;2;1;1;3;1;1;0;0;1;4;4;0;2;2;2
43;47324;1;1;3080;1;1;2;1;1;1;1;3;1;1;2;1;3;0;0;1;2;2;0;0;2;1
43;47325;1;1;75;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;2;2;0;1;2;2
43;47327;1;1;2745;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47328;1;1;864;1;1;1;2;2;1;1;2;1;1;3;1;3;0;0;1;2;0; ;1;2;1
43;47329;1;1;128;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;2;2;1;1;2;1
43;47335;1;1;101;1;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47337;1;1;141;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47338;1;1;98;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47339;1;1;218;1;1;1;2;2;1;2;3;1;1;3;1;3;0;0;1;1;0; ;2;2;2
43;47340;1;1;205;1;1;1;2;2;1;2;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47341;1;1;185;2;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47342;1;1;88;1;1;1;3;3;1;1;2;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47343;1;1;162;2;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47344;1;1;887;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47346;1;1;92;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;2;2;1;3;2;1
43;47347;1;1;687;1;1;1;3;3;1;1;1;1;1;3;1;1;0;0;0;2;2;0;2;2;2
43;47349;1;1;3219;1;1;2;2;2;2;1;3;1;2;2;1;5;0;0;1;2;2;1;1;2;2
43;47351;1;1;74;1;1;1;3;3;1;1;2;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47352;1;1;152;1;1;1;7;7;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47353;1;1;77;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
43;47354;1;1;372;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;1;1;0;1;2;1
43;47355;1;1;421;1;1;1;5;5;1;1;3;1;1;1;1;5;0;0;1;1;0; ;2;2;2
43;47358;1;1;666;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47359;1;1;952;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;3;3;0;1;2;2
43;47360;1;1;749;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47362;1;1;713;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47363;1;1;620;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47364;1;1;710;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47366;1;1;623;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47367;1;1;938;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;2;0;2;2;2
43;47369;1;1;651;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47371;1;1;1248;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;3;3;0;1;2;2
43;47375;1;1;170;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;2;1;0;1;1;2
43;47376;1;1;90;1;1;1;2;2;1;1;3;1;1;1;1;7;0;0;1;0;0; ; ; ; 
43;47377;1;1;79;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;1;1;0;3;2;2
43;47378;1;1;145;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47379;1;1;207;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47380;1;1;197;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47381;1;1;121;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47382;1;1;153;1;1;1;4;4;1;1;3;1;1;1;1;3;0;0;1;0;0; ; ; ; 
43;47383;1;1;134;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47385;1;1;140;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47386;1;1;168;1;1;1;4;4;1;1;3;1;1;1;1;7;0;0;1;0;0; ; ; ; 
43;47387;1;1;624;1;1;1;1;1;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47388;1;1;1055;1;1;1;2;2;1;1;1;1;1;3;1;1;0;0;0;1;1;0;1;2;2
43;47389;1;1;941;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;1;1;0;1;2;1
43;47390;1;1;80;2;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47392;1;1;162;2;1;1;2;2;1;1;3;1;1;1;1;3;0;0;1;2;1;0;2;2;2
43;47393;1;1;98;2;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47394;1;1;79;2;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47395;1;1;160;2;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;1;0; ;3;2;2
43;47397;1;1;161;2;1;1;2;2;1;1;3;1;1;1;1;5;0;0;1;1;0; ;1;2;2
43;47398;1;1;94;2;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47399;1;1;1340;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47400;1;1;1339;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47403;1;1;1339;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47404;1;1;1340;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47405;1;1;1462;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
43;47406;1;1;2278;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;2;1;0;2;2;2
43;47407;1;1;1500;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47408;1;1;250;2;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
43;47409;1;1;599;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47410;1;1;688;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
43;47411;1;1;737;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;2;1;0;2;2;2
43;47412;1;1;511;1;1;1;1;1;1;1;1;1;1;1;1;5;0;0;0;0;0; ; ; ; 
43;47413;1;1;583;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;0; ;3;2;2
43;47417;1;1;209;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;1;1;0;1;2;1
43;47418;1;7;332;1;3;1;2;2;1;1;3;1;1;1;1;5;1;0;1;2;1;0;2;2;2
43;47419;1;8;149;1;1;2;1;1;1;1;2;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47420;1;1;338;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;3;2;1;1;1;2
43;47424;1;1;147;1;1;1;3;3;1;1;2;1;1;1;1;1;0;0;1;2;1;0;3;2;2
43;47425;1;1;117;1;1;1;5;5;1;1;3;1;1;1;1;1;0;0;1;1;1;0;1;2;1
43;47426;1;1;628;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;1;0; ;1;2;2
43;47427;1;1;636;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
43;47428;1;1;630;1;1;1;3;3;1;1;3;1;1;2;1;3;0;0;1;0;0; ; ; ; 
43;47429;1;1;611;1;1;1;4;4;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47430;1;1;529;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
43;47431;1;1;950;1;1;1;5;5;1;1;1;1;1;2;1;1;0;0;0;2;1;0;1;1;2
43;47432;1;1;866;1;1;2;3;3;1;1;3;1;1;2;2;1;0;0;1;2;1;1;1;1;1
43;47433;1;1;724;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;1;1;0;2;1;2
43;47434;1;1;695;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47435;1;1;862;1;1;1;4;4;1;1;3;1;2;1;1;1;0;0;1;2;2;1;2;2;2
43;47440;1;1;89;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;0; ;2;2;2
43;47441;1;1;51;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47442;1;1;48;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47443;1;1;48;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47444;1;1;1140;1;1;1;4;4;1;1;2;1;1;3;1;1;0;0;1;2;2;1;1;2;1
43;47446;1;1;181;2;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47448;1;1;151;2;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47451;1;1;166;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47453;1;1;181;1;1;1;4;4;1;1;1;1;1;1;1;7;0;0;0;0;0; ; ; ; 
43;47454;1;1;176;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47455;1;1;221;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47456;1;1;831;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47457;1;1;973;1;1;1;3;3;1;1;3;1;1;3;1;5;0;0;1;1;0; ;2;2;2
43;47458;1;1;1009;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;4;4;0;2;1;1
43;47459;1;1;144;1;1;1;3;3;1;1;3;1;1;1;1;3;0;0;1;2;1;0;2;2;2
43;47460;1;1;832;1;1;1;2;2;1;1;3;1;1;3;1;5;0;0;1;1;1;0;3;2;1
43;47461;1;1;481;1;4;2;2;2;1;1;3;1;2;3;1;6;1;0;1;4;2;1;1;2;1
43;47462;1;1;523;1;4;3;3;3;1;1;3;1;2;3;1;6;1;1;1;6;4;0;1;2;2
43;47463;1;1;520;2;1;1;3;3;1;1;1;1;1;1;1;2;0;0;0;0;0; ; ; ; 
43;47468;1;1;73;1;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;1;0; ;2;2;2
43;47469;1;1;896;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;1;1;0;2;1;1
43;47470;1;1;1156;1;1;2;5;5;1;1;2;1;1;3;1;1;0;0;1;2;1;0;2;2;2
43;47471;1;1;1096;1;1;1;2;2;1;1;3;1;1;3;1;5;0;0;1;0;0; ; ; ; 
43;47472;1;1;1359;1;1;2;2;2;2;1;3;1;2;3;1;1;0;0;1;2;0; ;1;1;1
43;47473;1;1;972;1;1;1;2;2;1;1;2;1;1;2;1;1;0;0;1;1;0; ;2;2;2
43;47475;1;1;1820;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47476;1;1;1351;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47477;1;1;1233;1;1;1;1;1;1;1;3;1;1;1;1;2;0;0;1;0;0; ; ; ; 
43;47478;1;1;1374;1;1;1;2;2;1;1;3;1;1;1;1;2;0;0;1;2;2;0;1;1;2
43;47479;1;1;1384;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;2;2;0;3;2;2
43;47480;1;1;1539;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47481;1;1;1388;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47482;1;1;1048;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47483;1;1;1083;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47484;1;1;1160;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47485;1;1;1204;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47486;1;1;1203;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47487;1;1;701;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;2;1;0;1;2;2
43;47488;1;1;2190;9;1;1;4;3;1;1;1;1;1;1;2;1;0;0;0;2;0; ;2;1;2
43;47489;1;2;1402;1;1;1;4;1;1;1;1;1;1;1;2;5;0;0;0;2;2;0;1;2;2
43;47490;1;1;1388;2;1;1;3;3;1;1;1;1;1;1;1;6;0;0;0;0;0; ; ; ; 
43;47491;1;1;1599;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;0; ;2;1;2
43;47492;1;1;1627;1;1;1;4;4;1;1;1;1;1;2;1;1;0;0;0;1;1;0;2;2;2
43;47494;1;1;538;1;1;1;2;2;1;1;2;1;9;2;1;1;0;0;1;0;0; ; ; ; 
43;47499;1;1;281;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47501;1;1;371;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
43;47503;1;1;386;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47504;1;1;537;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;0; ;3;2;2
43;47512;1;1;363;2;1;1;3;3;1;1;1;1;1;2;1;3;0;0;0;0;0; ; ; ; 
43;47513;1;1;396;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
43;47516;1;1;366;2;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
43;47518;1;1;398;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
43;47519;1;1;920;1;1;1;2;2;1;1;3;1;1;1;1;3;0;0;1;3;2;0;1;1;1
43;47520;1;1;852;1;1;1;4;4;1;1;3;1;1;3;1;1;0;0;1;2;1;0;2;1;1
43;47521;1;1;661;1;1;2;1;1;3;1;3;1;2;3;1;2;0;0;1;1;1;0;1;1;2
43;47522;1;1;751;1;1;2;3;3;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47523;1;1;622;1;1;2;1;1;1;1;3;1;1;2;1;5;0;0;1;0;0; ; ; ; 
43;47524;1;1;50;1;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47525;1;1;87;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;2;2;0;2;2;2
43;47526;1;1;648;1;1;1;3;3;1;1;1;1;1;2;1;1;0;0;0;2;2;0;3;2;2
43;47527;1;1;616;1;1;1;2;2;1;1;1;1;1;2;1;1;0;0;0;0;0; ; ; ; 
43;47528;1;1;706;1;1;2;1;1;2;1;3;1;2;2;1;1;0;0;1;2;1;0;1;1;2
43;47529;1;1;536;1;1;1;2;2;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47530;1;1;562;1;1;1;3;3;1;1;3;1;1;2;1;1;0;0;1;0;0; ; ; ; 
43;47531;1;1;670;1;1;2;3;3;1;1;3;1;1;2;1;1;0;0;1;1;1;0;1;2;2
43;47532;1;1;540;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;1;1;0;2;2;2
43;47533;1;1;145;1;1;1;3;3;1;1;3;1;1;1;1;3;0;0;1;1;0; ;2;2;2
43;47534;1;1;148;1;1;1;5;5;1;1;3;1;1;1;1;4;0;0;1;3;2;0;2;2;2
43;47535;1;1;142;1;1;1;4;4;1;1;3;1;1;1;1;4;0;0;1;4;3;0;2;2;2
43;47537;1;1;943;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;1;1;1;1;2;2
43;47538;1;1;835;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
43;47555;1;1;102;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47557;1;1;96;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47558;1;1;111;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47559;1;1;106;1;1;1;2;2;1;1;3;1;1;1;1;3;0;0;1;0;0; ; ; ; 
43;47560;1;1;111;1;1;1;3;3;1;1;3;1;1;1;1;3;0;0;1;0;0; ; ; ; 
43;47563;1;1;117;1;1;1;2;2;1;1;3;1;1;2;1;3;0;0;1;2;2;1;2;2;2
43;47564;1;1;899;1;1;1;3;3;1;1;3;1;1;1;1;2;0;0;1;2;2;0;1;2;2
43;47565;1;1;1095;1;1;2;2;2;2;1;3;1;2;1;1;1;0;0;1;2;1;0;1;1;1
43;47566;1;1;1038;2;1;2;2;2;1;1;3;1;1;3;1;1;0;0;1;2;1;0;1;1;2
43;47567;1;1;761;2;1;2;2;2;1;1;3;1;1;3;1;1;0;0;1;1;1;1;1;1;1
43;47568;1;1;807;2;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;2;1;0;1;1;2
43;47569;1;1;612;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47570;1;1;1113;1;1;1;6;6;1;1;1;1;1;1;1;1;0;0;0;3;2;0;1;1;2
43;47571;1;1;239;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47572;1;1;214;1;1;2;2;2;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47573;1;1;313;1;1;1;2;2;1;1;3;1;1;3;1;5;0;0;1;2;1;0;1;2;2
43;47574;1;1;409;1;1;1;4;4;1;1;3;1;1;2;1;1;0;0;1;5;3;1;1;1;2
43;47575;1;1;280;1;1;1;3;3;1;1;3;1;1;3;1;3;0;0;1;1;1;0;2;2;2
43;47576;1;1;334;1;1;2;2;2;1;1;3;1;1;3;1;1;0;0;1;2;2;0;2;2;2
43;47577;1;1;219;1;1;1;3;3;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47578;1;1;252;1;1;1;2;2;1;1;3;1;1;3;1;1;0;0;1;0;0; ; ; ; 
43;47580;1;1;303;1;1;1;2;2;1;1;3;1;1;3;1;5;0;0;1;0;0; ; ; ; 
43;47581;1;1;306;1;1;2;2;2;1;1;3;1;2;1;1;1;0;0;1;1;1;0;1;1;2
43;47582;1;1;435;1;1;1;4;4;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
43;47583;1;1;258;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47585;1;1;469;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;2;1;0;1;2;1
43;47593;1;1;463;9;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47594;1;1;584;1;1;1;3;3;1;1;1;1;1;1;1;3;0;0;0;1;1;0;3;2;2
43;47595;1;1;176;1;1;1;3;3;1;1;3;1;1;1;1;1;0;0;1;2;1;0;1;2;2
43;47596;1;1;118;1;1;1;1;1;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47597;1;1;126;1;1;1;4;4;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47598;1;1;109;1;1;1;2;2;1;1;3;1;1;3;1;5;0;0;1;1;1;0;1;1;2
43;47599;1;1;180;1;1;2;3;3;1;1;3;1;1;1;1;5;0;0;1;2;1;0;1;1;1
43;47600;1;1;106;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;0;0; ; ; ; 
43;47601;1;1;179;1;1;2;2;2;1;1;3;1;1;1;1;1;0;0;1;2;1;0;1;1;1
43;47602;1;1;181;1;1;2;4;4;1;1;3;1;1;1;1;1;0;0;1;5;1;0;1;1;2
43;47604;1;1;179;1;1;1;2;2;1;1;3;1;1;1;1;1;0;0;1;4;3;1;1;1;1
43;47607;1;1;296;1;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47610;1;1;410;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47616;1;1;1456;1;1;1;3;3;1;1;1;1;1;1;1;1;0;0;0;1;1;0;3;2;2
43;47622;1;1;254;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47623;1;1;635;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;1;1;0;2;2;2
43;47624;1;1;210;2;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47626;1;1;517;1;1;1;1;1;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47627;1;1;526;2;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47628;1;1;505;2;1;1;2;2;1;1;1;1;1;1;1;3;0;0;0;0;0; ; ; ; 
43;47629;1;1;702;1;1;1;5;5;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
43;47630;1;1;579;1;1;1;2;2;1;1;1;1;1;1;1;1;0;0;0;0;0; ; ; ; 
